Year_record,Interaction,Date,Troop,Observer,Time,GIVER,RECIPIENT,DOB_Recipient,DOB_Giver,Age_Giver,Age_Recipient,Month_record
2014,Grooming,14/06/2014,J,Agata,1899-12-31 08:50:01,Joceoy,Asovsi,18/10/2010,25/01/2011,40,43,6
2014,Grooming,13/06/2014,J,Miquel,1899-12-31 15:25:57,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2015,Grooming,10/08/2015,J,Carolyn,1899-12-31 07:54:58,Lukaus,Asovsi,18/10/2010,NA,NA,57,8
2015,Grooming,28/06/2015,J,Charmaine,1899-12-31 10:32:42,Lukaus,Asovsi,18/10/2010,NA,NA,56,6
2015,Grooming,27/06/2015,J,Carolyn,1899-12-31 11:26:25,Lukaus,Asovsi,18/10/2010,NA,NA,56,6
2017,Grooming,24/07/2017,J,Katie,1899-12-31 09:25:41,Priare,Asovsi,18/10/2010,NA,NA,81,7
2014,Grooming,27/06/2014,J,Nacho,1899-12-31 14:47:41,Lukaus,Asovsi,18/10/2010,NA,NA,44,6
2017,Grooming,27/07/2017,J,AJ,1899-12-31 09:11:21,Doleoy,Asovsi,18/10/2010,01/06/2011,73,81,7
2017,Grooming,09/07/2017,J,AJ,1899-12-31 11:34:06,Ganeab,Asovsi,18/10/2010,NA,NA,80,7
2015,Grooming,14/07/2015,J,Claudia,1899-12-31 09:40:19,Lukaus,Asovsi,18/10/2010,NA,NA,56,7
2015,Grooming,14/07/2015,J,AJ,1899-12-31 07:47:27,Lukaus,Asovsi,18/10/2010,NA,NA,56,7
2014,Grooming,05/07/2014,J,Miquel,1899-12-31 07:52:03,Lukaus,Asovsi,18/10/2010,NA,NA,44,7
2014,Grooming,04/06/2014,J,AJ,1899-12-31 11:55:32,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2017,Grooming,05/08/2017,J,Alice,1899-12-31 14:34:55,Ganeab,Asovsi,18/10/2010,NA,NA,81,8
2017,Grooming,20/08/2017,J,AJ,1899-12-31 06:32:01,Harear,Asovsi,18/10/2010,NA,NA,82,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 10:28:53,Vigair,Asovsi,18/10/2010,14/11/2012,44,69,8
2015,Grooming,30/07/2015,J,Claudia,1899-12-31 13:17:56,Lukaus,Asovsi,18/10/2010,NA,NA,57,7
2015,Grooming,04/08/2015,J,Thibault,1899-12-31 06:46:17,Doleoy,Asovsi,18/10/2010,01/06/2011,50,57,8
2014,Grooming,04/06/2014,J,Miquel,1899-12-31 14:29:43,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2017,Grooming,21/07/2017,J,AJ,1899-12-31 09:51:34,Byonyr,Asovsi,18/10/2010,20/11/2014,32,81,7
2015,Grooming,27/06/2015,J,AJ,1899-12-31 09:14:11,Lukaus,Asovsi,18/10/2010,NA,NA,56,6
2014,Grooming,30/05/2014,J,Nacho,1899-12-31 12:17:57,Sheyhe,Asovsi,18/10/2010,03/07/2010,46,43,5
2016,Grooming,12/08/2016,J,Zoe,1899-12-31 15:13:05,Vigair,Asovsi,18/10/2010,14/11/2012,44,69,8
2016,Grooming,07/08/2016,J,AJ,1899-12-31 13:37:07,Lukaus,Asovsi,18/10/2010,NA,NA,69,8
2017,Grooming,19/08/2017,J,Christine,1899-12-31 10:38:08,Byonyr,Asovsi,18/10/2010,20/11/2014,32,82,8
2014,Grooming,10/07/2014,J,Miquel,1899-12-31 11:43:51,Lukaus,Asovsi,18/10/2010,NA,NA,44,7
2017,Grooming,26/06/2017,J,AJ,1899-12-31 12:34:07,Ganeab,Asovsi,18/10/2010,NA,NA,80,6
2014,Grooming,15/06/2014,J,Agata,1899-12-31 09:37:31,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2015,Grooming,04/07/2015,J,AJ,1899-12-31 14:00:09,Lukaus,Asovsi,18/10/2010,NA,NA,56,7
2014,Grooming,16/06/2014,J,Agata,1899-12-31 13:00:50,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2016,Grooming,19/08/2016,J,Elly,1899-12-31 10:10:40,Doleoy,Asovsi,18/10/2010,01/06/2011,62,70,8
2014,Grooming,28/06/2014,J,Miquel,1899-12-31 13:24:21,Lukaus,Asovsi,18/10/2010,NA,NA,44,6
2017,Grooming,13/08/2017,J,AJ,1899-12-31 10:06:39,Lukaus,Asovsi,18/10/2010,NA,NA,81,8
2016,Grooming,12/07/2016,J,Dylan,1899-12-31 13:09:05,Lukaus,Asovsi,18/10/2010,NA,NA,68,7
2014,Grooming,06/06/2014,J,AJ,1899-12-31 09:05:32,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2017,Grooming,16/07/2017,J,Katie,1899-12-31 13:02:00,Vigair,Asovsi,18/10/2010,14/11/2012,56,80,7
2016,Grooming,30/07/2016,J,AJ,1899-12-31 09:33:55,Ganeab,Asovsi,18/10/2010,NA,NA,69,7
2014,Grooming,28/06/2014,J,Miquel,1899-12-31 13:27:51,ShRahe,Asovsi,18/10/2010,18/10/2010,44,44,6
2014,Grooming,23/05/2014,J,Miquel,1899-12-31 07:25:04,Lukaus,Asovsi,18/10/2010,NA,NA,43,5
2017,Grooming,11/07/2017,J,Alice,1899-12-31 14:28:27,Brlera,Asovsi,18/10/2010,NA,NA,80,7
2017,Grooming,18/08/2017,J,Axelle,1899-12-31 13:32:02,Auenus,Asovsi,18/10/2010,06/12/2010,80,82,8
2015,Grooming,18/06/2015,J,Claudia,1899-12-31 10:31:35,Lukaus,Asovsi,18/10/2010,NA,NA,55,6
2016,Grooming,11/08/2016,J,Sarah,1899-12-31 15:07:34,Lukaus,Asovsi,18/10/2010,NA,NA,69,8
2016,Grooming,31/07/2016,J,Molly,1899-12-31 10:36:32,Lukaus,Asovsi,18/10/2010,NA,NA,69,7
2015,Grooming,23/08/2015,J,Charmaine,1899-12-31 12:12:48,Lukaus,Asovsi,18/10/2010,NA,NA,58,8
2014,Grooming,08/06/2014,J,AJ,1899-12-31 10:04:23,Yadeao,Asovsi,18/10/2010,NA,NA,43,6
2014,Grooming,09/06/2014,J,Alice,1899-12-31 14:33:54,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2016,Grooming,30/07/2016,J,AJ,1899-12-31 17:36:10,ShRahe,Asovsi,18/10/2010,18/10/2010,69,69,7
2016,Grooming,05/07/2016,J,Elly,1899-12-31 15:01:15,JKJKK,Asovsi,18/10/2010,15/10/2008,92,68,7
2016,Grooming,10/07/2016,J,Lucy,1899-12-31 06:30:19,Byonyr,Asovsi,18/10/2010,20/11/2014,19,68,7
2015,Grooming,28/05/2015,J,JoshF,1899-12-31 11:03:49,Lukaus,Asovsi,18/10/2010,NA,NA,55,5
2017,Grooming,23/07/2017,J,Christine,1899-12-31 10:52:09,Vigair,Asovsi,18/10/2010,14/11/2012,56,81,7
2015,Grooming,27/06/2015,J,AJ,1899-12-31 17:07:25,Lukaus,Asovsi,18/10/2010,NA,NA,56,6
2017,Grooming,13/08/2017,J,Alice,1899-12-31 13:20:12,Doleoy,Asovsi,18/10/2010,01/06/2011,74,81,8
2017,Grooming,26/06/2017,J,AJ,1899-12-31 12:06:39,Lukaus,Asovsi,18/10/2010,NA,NA,80,6
2014,Grooming,27/06/2014,J,Nacho,1899-12-31 10:19:06,Lukaus,Asovsi,18/10/2010,NA,NA,44,6
2014,Grooming,05/07/2014,J,Miquel,1899-12-31 11:45:00,Lukaus,Asovsi,18/10/2010,NA,NA,44,7
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 09:22:29,Okgoka,Asovsi,18/10/2010,05/09/2005,131,70,8
2016,Grooming,04/08/2016,J,Sarah,1899-12-31 13:18:25,Lukaus,Asovsi,18/10/2010,NA,NA,69,8
2015,Grooming,16/05/2015,J,Charmaine,1899-12-31 12:05:06,Callar,Asovsi,18/10/2010,18/10/2010,54,54,5
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 10:49:45,Lukaus,Asovsi,18/10/2010,NA,NA,70,8
2017,Grooming,31/07/2017,J,Christine,1899-12-31 13:05:19,Ganeab,Asovsi,18/10/2010,NA,NA,81,7
2015,Grooming,25/05/2015,J,Ineke,1899-12-31 15:28:43,Lukaus,Asovsi,18/10/2010,NA,NA,55,5
2015,Grooming,23/06/2015,J,Charmaine,1899-12-31 16:20:59,Lukaus,Asovsi,18/10/2010,NA,NA,56,6
2014,Grooming,06/06/2014,J,AJ,1899-12-31 10:00:10,Sheyhe,Asovsi,18/10/2010,03/07/2010,47,43,6
2014,Grooming,06/06/2014,J,AJ,1899-12-31 09:48:12,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2014,Grooming,22/06/2014,J,AJ,1899-12-31 07:37:55,Lukaus,Asovsi,18/10/2010,NA,NA,44,6
2017,Grooming,15/08/2017,J,Debbie,1899-12-31 17:07:40,Byonyr,Asovsi,18/10/2010,20/11/2014,32,81,8
2014,Grooming,06/07/2014,J,Alice,1899-12-31 14:37:13,Lukaus,Asovsi,18/10/2010,NA,NA,44,7
2015,Grooming,24/08/2015,J,Thibault,1899-12-31 10:46:54,Sheyhe,Asovsi,18/10/2010,03/07/2010,61,58,8
2014,Grooming,18/06/2014,J,Nacho,1899-12-31 16:12:09,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2015,Grooming,27/08/2015,J,Claudia,1899-12-31 08:18:08,Lukaus,Asovsi,18/10/2010,NA,NA,58,8
2016,Grooming,13/08/2016,J,Sarah,1899-12-31 06:16:51,Lukaus,Asovsi,18/10/2010,NA,NA,69,8
2017,Grooming,09/08/2017,J,Debbie,1899-12-31 11:33:31,Doleoy,Asovsi,18/10/2010,01/06/2011,74,81,8
2017,Grooming,18/08/2017,J,Axelle,1899-12-31 14:06:43,Byonyr,Asovsi,18/10/2010,20/11/2014,32,82,8
2014,Grooming,16/06/2014,J,Miquel,1899-12-31 10:05:13,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2017,Grooming,21/08/2017,J,Katie,1899-12-31 10:12:26,Doleoy,Asovsi,18/10/2010,01/06/2011,74,82,8
2016,Grooming,30/07/2016,J,AJ,1899-12-31 11:51:24,Joceoy,Asovsi,18/10/2010,25/01/2011,66,69,7
2014,Grooming,10/06/2014,J,AJ,1899-12-31 10:31:44,Lukaus,Asovsi,18/10/2010,NA,NA,43,6
2015,Grooming,19/08/2015,J,Thibault,1899-12-31 10:59:21,Lukaus,Asovsi,18/10/2010,NA,NA,58,8
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 13:44:09,Lukaus,Asovsi,18/10/2010,NA,NA,69,8
2015,Grooming,15/08/2015,J,Carolyn,1899-12-31 06:48:48,Lukaus,Asovsi,18/10/2010,NA,NA,57,8
2015,Grooming,20/07/2015,J,AJ,1899-12-31 07:37:51,Sheyhe,Asovsi,18/10/2010,03/07/2010,60,57,7
2015,Grooming,15/07/2015,J,Claudia,1899-12-31 17:23:11,Lukaus,Asovsi,18/10/2010,NA,NA,56,7
2015,Grooming,05/08/2015,J,Claudia,1899-12-31 07:15:33,Lukaus,Asovsi,18/10/2010,NA,NA,57,8
2016,Grooming,09/07/2016,J,Sarah,1899-12-31 16:54:15,Vigair,Asovsi,18/10/2010,14/11/2012,43,68,7
2016,Grooming,30/07/2016,J,AJ,1899-12-31 16:26:09,Lileib,Auenus,06/12/2010,NA,NA,67,7
2016,Grooming,13/08/2016,J,AJ,1899-12-31 16:27:02,Frwnre,Auenus,06/12/2010,23/06/2006,121,68,8
2018,Grooming,24/09/2018,J,Chloe,1899-12-31 08:02:58,Kisain,Auenus,06/12/2010,NA,NA,93,9
2017,Grooming,31/07/2017,J,Debbie,1899-12-31 14:56:12,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,7
2017,Grooming,07/08/2017,J,Katie,1899-12-31 14:30:47,Chraho,Auenus,06/12/2010,NA,NA,80,8
2018,Grooming,29/09/2018,J,Alice,1899-12-31 17:29:48,Kisain,Auenus,06/12/2010,NA,NA,93,9
2017,Grooming,23/07/2017,J,Axelle,1899-12-31 11:29:40,Amlimb,Auenus,06/12/2010,23/07/2014,36,79,7
2019,Grooming,19/06/2019,J,Richard,1899-12-31 17:53:26,Caviap,Auenus,06/12/2010,05/04/2017,26,102,6
2019,Grooming,10/05/2019,J,Richard,1899-12-31 14:33:04,Okgaka,Auenus,06/12/2010,09/02/2015,50,101,5
2019,Grooming,16/05/2019,J,Jules,1899-12-31 10:42:29,Clrale,Auenus,06/12/2010,10/04/2015,49,101,5
2014,Grooming,11/06/2014,J,Miquel,1899-12-31 12:06:20,Toenol,Auenus,06/12/2010,05/08/2011,34,42,6
2016,Grooming,16/08/2016,J,Dylan,1899-12-31 08:27:59,Joceoy,Auenus,06/12/2010,25/01/2011,66,68,8
2016,Grooming,16/07/2016,J,Molly,1899-12-31 12:59:49,Okgoka,Auenus,06/12/2010,05/09/2005,130,67,7
2019,Grooming,09/06/2019,J,Harrison,1899-12-31 13:26:36,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,102,6
2018,Grooming,18/09/2018,J,Nick,1899-12-31 16:58:39,Mokaou,Auenus,06/12/2010,26/07/2016,25,93,9
2017,Grooming,20/08/2017,J,AJ,1899-12-31 10:32:07,Anvont,Auenus,06/12/2010,29/10/2013,45,80,8
2019,Grooming,17/05/2019,J,Harrison,1899-12-31 09:31:39,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,101,5
2017,Grooming,09/07/2017,J,AJ,1899-12-31 09:18:34,Lukaus,Auenus,06/12/2010,NA,NA,79,7
2019,Grooming,25/05/2019,J,Ndapandula,1899-12-31 15:13:36,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2017,Grooming,13/08/2017,J,AJ,1899-12-31 10:27:31,Pietik,Auenus,06/12/2010,09/12/2014,32,80,8
2018,Grooming,23/10/2018,J,Charlotte,1899-12-31 10:56:52,Setier,Auenus,06/12/2010,14/12/2012,70,94,10
2018,Grooming,07/12/2018,J,Jules,1899-12-31 19:30:04,Doleoy,Auenus,06/12/2010,01/06/2011,90,96,12
2019,Grooming,28/05/2019,J,Tess,1899-12-31 10:18:03,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2017,Grooming,06/08/2017,J,AJ,1899-12-31 08:45:26,Chraho,Auenus,06/12/2010,NA,NA,80,8
2019,Grooming,04/05/2019,J,Anna,1899-12-31 09:22:15,Byonyr,Auenus,06/12/2010,20/11/2014,53,100,5
2019,Grooming,29/05/2019,J,Richard,1899-12-31 08:35:08,ShRahe,Auenus,06/12/2010,18/10/2010,103,101,5
2015,Grooming,08/09/2015,J,Carolyn,1899-12-31 15:40:55,JKJKK,Auenus,06/12/2010,15/10/2008,82,57,9
2017,Grooming,23/08/2017,J,Katie,1899-12-31 11:51:46,Xenaen,Auenus,06/12/2010,17/10/2014,34,80,8
2019,Grooming,09/06/2019,J,Harrison,1899-12-31 16:28:22,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,102,6
2019,Grooming,24/06/2019,J,Harrison,1899-12-31 12:28:58,Caviap,Auenus,06/12/2010,05/04/2017,26,102,6
2019,Grooming,16/05/2019,J,Jules,1899-12-31 10:22:10,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,101,5
2017,Grooming,27/07/2017,J,AJ,1899-12-31 08:28:55,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,7
2018,Grooming,22/09/2018,J,Charlotte,1899-12-31 09:07:43,Dinsic,Auenus,06/12/2010,24/11/2008,117,93,9
2019,Grooming,27/05/2019,J,Jules,1899-12-31 16:15:46,Okgaka,Auenus,06/12/2010,09/02/2015,51,101,5
2017,Grooming,06/07/2017,J,AJ,1899-12-31 16:34:13,Scpfch,Auenus,06/12/2010,25/10/2011,68,78,7
2015,Grooming,23/08/2015,J,Charmaine,1899-12-31 06:49:17,JKJKK,Auenus,06/12/2010,15/10/2008,82,56,8
2014,Grooming,02/07/2014,J,Miquel,1899-12-31 12:46:19,Toenol,Auenus,06/12/2010,05/08/2011,34,42,7
2015,Grooming,04/07/2015,J,AJ,1899-12-31 14:25:27,Toenol,Auenus,06/12/2010,05/08/2011,46,54,7
2019,Grooming,14/06/2019,J,Anna,1899-12-31 13:16:31,Clrale,Auenus,06/12/2010,10/04/2015,50,102,6
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 07:21:36,Okgoka,Auenus,06/12/2010,05/09/2005,131,68,8
2015,Grooming,25/05/2015,J,Ineke,1899-12-31 07:43:52,Toenol,Auenus,06/12/2010,05/08/2011,45,53,5
2019,Grooming,31/05/2019,J,Jules,1899-12-31 13:47:59,Kisain,Auenus,06/12/2010,NA,NA,101,5
2017,Grooming,08/08/2017,J,Alice,1899-12-31 09:46:30,Chraho,Auenus,06/12/2010,NA,NA,80,8
2015,Grooming,27/06/2015,J,Carolyn,1899-12-31 14:22:06,Frwnre,Auenus,06/12/2010,23/06/2006,108,54,6
2016,Grooming,13/08/2016,J,AJ,1899-12-31 16:26:36,Okgoka,Auenus,06/12/2010,05/09/2005,131,68,8
2016,Grooming,13/08/2016,J,Sarah,1899-12-31 16:20:48,Joceoy,Auenus,06/12/2010,25/01/2011,66,68,8
2018,Grooming,24/09/2018,J,Remi,1899-12-31 10:16:37,Joceoy,Auenus,06/12/2010,25/01/2011,91,93,9
2019,Grooming,28/05/2019,J,Harrison,1899-12-31 10:30:30,Clrale,Auenus,06/12/2010,10/04/2015,49,101,5
2018,Grooming,03/10/2018,J,Chloe,1899-12-31 11:48:57,Toenol,Auenus,06/12/2010,05/08/2011,85,93,10
2019,Grooming,26/05/2019,J,Ndapandula,1899-12-31 07:21:08,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2019,Grooming,18/05/2019,J,Harrison,1899-12-31 12:38:07,Clrale,Auenus,06/12/2010,10/04/2015,49,101,5
2017,Grooming,20/08/2017,J,Katie,1899-12-31 06:37:05,Mosaom,Auenus,06/12/2010,13/02/2014,42,80,8
2016,Grooming,14/08/2016,J,Sarah,1899-12-31 11:30:45,Okgoka,Auenus,06/12/2010,05/09/2005,131,68,8
2015,Grooming,26/04/2015,J,Claudia,1899-12-31 14:19:42,Toenol,Auenus,06/12/2010,05/08/2011,44,52,4
2017,Grooming,09/07/2017,J,Claudia,1899-12-31 13:45:48,Scpfch,Auenus,06/12/2010,25/10/2011,68,79,7
2017,Grooming,09/08/2017,J,Debbie,1899-12-31 11:30:52,Setier,Auenus,06/12/2010,14/12/2012,55,80,8
2019,Grooming,29/05/2019,J,Richard,1899-12-31 08:35:32,Pietik,Auenus,06/12/2010,09/12/2014,53,101,5
2019,Grooming,03/06/2019,J,Richard,1899-12-31 11:10:00,Caviap,Auenus,06/12/2010,05/04/2017,25,101,6
2017,Grooming,12/08/2017,J,Katie,1899-12-31 10:59:19,Pietik,Auenus,06/12/2010,09/12/2014,32,80,8
2019,Grooming,30/05/2019,J,Jules,1899-12-31 10:26:20,Zobaom,Auenus,06/12/2010,23/03/2018,14,101,5
2018,Grooming,21/10/2018,J,Remi,1899-12-31 14:41:55,Amlimb,Auenus,06/12/2010,23/07/2014,50,94,10
2016,Grooming,21/08/2016,J,Elly,1899-12-31 08:47:48,Brlera,Auenus,06/12/2010,NA,NA,68,8
2017,Grooming,05/08/2017,J,Alice,1899-12-31 15:26:41,Chraho,Auenus,06/12/2010,NA,NA,79,8
2018,Grooming,22/10/2018,J,Jules,1899-12-31 16:15:53,Frwnre,Auenus,06/12/2010,23/06/2006,147,94,10
2017,Grooming,07/08/2017,J,Christine,1899-12-31 11:57:44,Chraho,Auenus,06/12/2010,NA,NA,80,8
2018,Grooming,25/09/2018,J,Vittoria,1899-12-31 14:08:20,Clrale,Auenus,06/12/2010,10/04/2015,41,93,9
2016,Grooming,08/08/2016,J,AJ,1899-12-31 09:31:10,Pietik,Auenus,06/12/2010,09/12/2014,19,68,8
2017,Grooming,30/07/2017,J,Katie,1899-12-31 07:23:49,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,7
2019,Grooming,11/06/2019,J,Anna,1899-12-31 13:58:31,Kisain,Auenus,06/12/2010,NA,NA,102,6
2014,Grooming,12/05/2014,J,Einat,1899-12-31 08:19:40,JKJKK,Auenus,06/12/2010,15/10/2008,66,41,5
2019,Grooming,28/05/2019,J,Harrison,1899-12-31 08:31:15,Pietik,Auenus,06/12/2010,09/12/2014,53,101,5
2017,Grooming,23/07/2017,J,Axelle,1899-12-31 11:35:54,Setier,Auenus,06/12/2010,14/12/2012,55,79,7
2017,Grooming,05/08/2017,J,Alice,1899-12-31 17:09:54,Chraho,Auenus,06/12/2010,NA,NA,79,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 06:43:35,Okgoka,Auenus,06/12/2010,05/09/2005,131,68,8
2017,Grooming,06/07/2017,J,AJ,1899-12-31 15:59:41,Scpfch,Auenus,06/12/2010,25/10/2011,68,78,7
2017,Grooming,07/08/2017,J,Katie,1899-12-31 16:51:59,Chraho,Auenus,06/12/2010,NA,NA,80,8
2018,Grooming,21/09/2018,J,Jules,1899-12-31 10:29:09,Okgaka,Auenus,06/12/2010,09/02/2015,43,93,9
2019,Grooming,18/05/2019,J,Harrison,1899-12-31 18:09:34,Xenaen,Auenus,06/12/2010,17/10/2014,54,101,5
2019,Grooming,07/06/2019,J,Ndapandula,1899-12-31 15:49:06,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,102,6
2019,Grooming,15/07/2019,J,Jules,1899-12-31 17:01:58,Pietik,Auenus,06/12/2010,09/12/2014,55,103,7
2016,Grooming,05/07/2016,J,Elly,1899-12-31 12:08:27,Okgoka,Auenus,06/12/2010,05/09/2005,129,66,7
2016,Grooming,01/08/2016,J,AJ,1899-12-31 06:54:00,Byonyr,Auenus,06/12/2010,20/11/2014,20,67,8
2019,Grooming,30/05/2019,J,Jules,1899-12-31 09:57:04,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,101,5
2019,Grooming,24/04/2019,J,Tess,1899-12-31 11:48:05,Harear,Auenus,06/12/2010,NA,NA,100,4
2016,Grooming,08/08/2016,J,AJ,1899-12-31 11:07:12,Lukaus,Auenus,06/12/2010,NA,NA,68,8
2017,Grooming,30/07/2017,J,AJ,1899-12-31 16:17:44,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,7
2017,Grooming,25/08/2017,J,AJ,1899-12-31 10:20:50,Ludaua,Auenus,06/12/2010,30/11/2013,44,80,8
2019,Grooming,18/05/2019,J,Harrison,1899-12-31 12:37:31,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2019,Grooming,10/06/2019,J,Harrison,1899-12-31 15:02:18,Clrale,Auenus,06/12/2010,10/04/2015,50,102,6
2017,Grooming,09/07/2017,J,AJ,1899-12-31 09:34:48,Scpfch,Auenus,06/12/2010,25/10/2011,68,79,7
2017,Grooming,01/08/2017,J,AJ,1899-12-31 10:54:08,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,8
2019,Grooming,17/05/2019,J,Rachel,1899-12-31 08:08:45,Doleoy,Auenus,06/12/2010,01/06/2011,95,101,5
2017,Grooming,09/08/2017,J,Debbie,1899-12-31 08:25:39,Vigair,Auenus,06/12/2010,14/11/2012,56,80,8
2019,Grooming,10/06/2019,J,Harrison,1899-12-31 14:59:37,Ethato,Auenus,06/12/2010,15/12/2015,41,102,6
2018,Grooming,22/10/2018,J,Nick,1899-12-31 16:20:23,Frwnre,Auenus,06/12/2010,23/06/2006,147,94,10
2019,Grooming,27/05/2019,J,Jules,1899-12-31 14:49:26,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,101,5
2014,Grooming,08/06/2014,J,AJ,1899-12-31 09:23:32,Orllrw,Auenus,06/12/2010,26/04/2010,49,42,6
2017,Grooming,30/07/2017,J,AJ,1899-12-31 17:01:21,Yaraao,Auenus,06/12/2010,16/04/2012,63,79,7
2014,Grooming,22/06/2014,J,Miquel,1899-12-31 16:18:22,Dinsic,Auenus,06/12/2010,24/11/2008,66,42,6
2014,Grooming,22/06/2014,J,Miquel,1899-12-31 15:26:55,Lileib,Auenus,06/12/2010,NA,NA,42,6
2019,Grooming,20/07/2019,J,Anna,1899-12-31 17:21:39,Pietik,Auenus,06/12/2010,09/12/2014,55,103,7
2014,Grooming,06/06/2014,J,Nacho,1899-12-31 16:39:21,Lomeom,Auenus,06/12/2010,NA,NA,41,6
2019,Grooming,15/05/2019,J,Ndapandula,1899-12-31 10:56:08,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2017,Grooming,01/08/2017,J,AJ,1899-12-31 07:31:54,Clrale,Auenus,06/12/2010,10/04/2015,27,79,8
2019,Grooming,31/05/2019,J,Jules,1899-12-31 13:26:23,Okgaka,Auenus,06/12/2010,09/02/2015,51,101,5
2019,Grooming,17/05/2019,J,Rachel,1899-12-31 08:03:09,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2019,Grooming,26/06/2019,J,Anna,1899-12-31 18:19:15,Zobaom,Auenus,06/12/2010,23/03/2018,15,102,6
2019,Grooming,05/05/2019,J,Harrison,1899-12-31 15:37:50,Takaan,Auenus,06/12/2010,30/03/2015,49,100,5
2019,Grooming,10/06/2019,J,Harrison,1899-12-31 14:59:45,Xenaen,Auenus,06/12/2010,17/10/2014,55,102,6
2017,Grooming,09/07/2017,J,Claudia,1899-12-31 16:07:04,Kisain,Auenus,06/12/2010,NA,NA,79,7
2017,Grooming,01/08/2017,J,AJ,1899-12-31 07:10:58,Scpfch,Auenus,06/12/2010,25/10/2011,69,79,8
2019,Grooming,27/05/2019,J,Anna,1899-12-31 07:34:25,Takaan,Auenus,06/12/2010,30/03/2015,49,101,5
2015,Grooming,20/07/2015,J,Thibault,1899-12-31 07:53:07,Lileib,Auenus,06/12/2010,NA,NA,55,7
2019,Grooming,14/06/2019,J,Anna,1899-12-31 13:15:16,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,102,6
2019,Grooming,31/05/2019,J,Jules,1899-12-31 13:26:29,Caviap,Auenus,06/12/2010,05/04/2017,25,101,5
2019,Grooming,19/05/2019,J,Tess,1899-12-31 08:11:20,Mzzuzu,Auenus,06/12/2010,15/05/2017,24,101,5
2017,Grooming,09/07/2017,J,Claudia,1899-12-31 16:14:27,Karial,Auenus,06/12/2010,02/09/2013,46,79,7
2017,Grooming,31/07/2017,J,Debbie,1899-12-31 17:01:48,Hoonov,Auenus,06/12/2010,24/11/2008,104,79,7
2019,Grooming,27/04/2019,J,Anna,1899-12-31 11:49:23,Kisain,Auenus,06/12/2010,NA,NA,100,4
2019,Grooming,24/05/2019,J,Richard,1899-12-31 08:37:36,Pietik,Auenus,06/12/2010,09/12/2014,53,101,5
2016,Grooming,05/08/2016,J,Sarah,1899-12-31 17:23:20,Lileib,Auenus,06/12/2010,NA,NA,67,8
2017,Grooming,10/07/2017,J,Axelle,1899-12-31 13:35:45,Frwnre,Auenus,06/12/2010,23/06/2006,132,79,7
2014,Grooming,28/05/2014,J,Alice,1899-12-31 16:59:23,Frwnre,Auenus,06/12/2010,23/06/2006,95,41,5
2017,Grooming,30/07/2017,J,Debbie,1899-12-31 08:21:57,Dinsic,Auenus,06/12/2010,24/11/2008,104,79,7
2017,Grooming,22/07/2017,J,Christine,1899-12-31 14:41:25,Setier,Auenus,06/12/2010,14/12/2012,55,79,7
2019,Grooming,26/05/2019,J,Harrison,1899-12-31 16:28:54,Clrale,Auenus,06/12/2010,10/04/2015,49,101,5
2019,Grooming,19/07/2019,J,Richard,1899-12-31 14:33:48,Pietik,Auenus,06/12/2010,09/12/2014,55,103,7
2016,Grooming,15/08/2016,J,Sarah,1899-12-31 07:29:04,Okgoka,Auenus,06/12/2010,05/09/2005,131,68,8
2018,Grooming,30/10/2018,J,Nick,1899-12-31 06:30:30,Clrale,Auenus,06/12/2010,10/04/2015,42,94,10
